"YEAR","MONTH_NUM","MONTH_MON","FLT_DATE","ENTITY_NAME","ENTITY_TYPE","FLT_ERT_1","DLY_ERT_1","DLY_ERT_A_1","DLY_ERT_C_1","DLY_ERT_D_1","DLY_ERT_E_1","DLY_ERT_G_1","DLY_ERT_I_1","DLY_ERT_M_1","DLY_ERT_N_1","DLY_ERT_O_1","DLY_ERT_P_1","DLY_ERT_R_1","DLY_ERT_S_1","DLY_ERT_T_1","DLY_ERT_V_1","DLY_ERT_W_1","DLY_ERT_NA_1","FLT_ERT_1_DLY","FLT_ERT_1_DLY_15"
"2015",7,"JUL",01-JUL-15,"ANA LUX","ANSP (AUA)",203,,,,,,,,,,,,,,,,,,,
"2015",7,"JUL",01-JUL-15,"ANS CR","ANSP (AUA)",2352,,,,,,,,,,,,,,,,,,,
"2015",7,"JUL",01-JUL-15,"ARMATS","ANSP (AUA)",133,,,,,,,,,,,,,,,,,,,
"2015",7,"JUL",01-JUL-15,"Albcontrol","ANSP (AUA)",675,,,,,,,,,,,,,,,,,,,
"2015",7,"JUL",01-JUL-15,"Austro Control","ANSP (AUA)",3187,809,0,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25
"2015",7,"JUL",01-JUL-15,"Avinor","ANSP (AUA)",1850,,,,,,,,,,,,,,,,,,,
"2015",7,"JUL",01-JUL-15,"BULATSA","ANSP (AUA)",2659,,,,,,,,,,,,,,,,,,,
"2015",7,"JUL",01-JUL-15,"Belgocontrol","ANSP (AUA)",2047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015",7,"JUL",01-JUL-15,"Croatia Control","ANSP (AUA)",1867,7261,0,7261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,220
"2015",7,"JUL",01-JUL-15,"DCAC Cyprus","ANSP (AUA)",1030,6109,0,1722,0,0,0,0,0,0,1585,0,0,2275,527,0,0,0,310,176
"2015",7,"JUL",01-JUL-15,"DFS","ANSP (AUA)",9230,2213,0,1718,0,0,0,0,0,0,0,0,0,390,105,0,0,0,146,59
"2015",7,"JUL",01-JUL-15,"DHMI","ANSP (AUA)",4221,397,0,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,10
"2015",7,"JUL",01-JUL-15,"DSNA","ANSP (AUA)",9592,10054,0,4096,0,0,0,0,0,0,45,0,0,0,5913,0,0,0,612,300
"2015",7,"JUL",01-JUL-15,"EANS","ANSP (AUA)",593,,,,,,,,,,,,,,,,,,,
"2015",7,"JUL",01-JUL-15,"ENAIRE","ANSP (AUA)",5614,1629,0,1629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,42
"2015",7,"JUL",01-JUL-15,"ENAV","ANSP (AUA)",5217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015",7,"JUL",01-JUL-15,"EUROCONTROL Area (MS)","AREA (AUA)",31891,37600,0,24906,0,0,0,0,659,0,2459,0,0,3031,6545,0,0,0,2175,1089
"2015",7,"JUL",01-JUL-15,"Finavia","ANSP (AUA)",649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015",7,"JUL",01-JUL-15,"HCAA","ANSP (AUA)",2745,744,0,744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,22
"2015",7,"JUL",01-JUL-15,"HungaroControl (EC)","ANSP (AUA)",2627,,,,,,,,,,,,,,,,,,,
"2015",7,"JUL",01-JUL-15,"IAA","ANSP (AUA)",1833,,,,,,,,,,,,,,,,,,,
"2015",7,"JUL",01-JUL-15,"LFV","ANSP (AUA)",2158,,,,,,,,,,,,,,,,,,,
"2015",7,"JUL",01-JUL-15,"LGS","ANSP (AUA)",728,,,,,,,,,,,,,,,,,,,
"2015",7,"JUL",01-JUL-15,"LPS","ANSP (AUA)",1643,,,,,,,,,,,,,,,,,,,
"2015",7,"JUL",01-JUL-15,"LVNL","ANSP (AUA)",1816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015",7,"JUL",01-JUL-15,"M-NAV","ANSP (AUA)",713,,,,,,,,,,,,,,,,,,,
"2015",7,"JUL",01-JUL-15,"MATS","ANSP (AUA)",319,,,,,,,,,,,,,,,,,,,
"2015",7,"JUL",01-JUL-15,"MUAC","ANSP (AUA)",5376,5912,0,4637,0,0,0,0,529,0,746,0,0,0,0,0,0,0,391,161
"2015",7,"JUL",01-JUL-15,"MoldATSA","ANSP (AUA)",172,,,,,,,,,,,,,,,,,,,
"2015",7,"JUL",01-JUL-15,"NATS (Continental)","ANSP (AUA)",7385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015",7,"JUL",01-JUL-15,"NAV Portugal (Continental)","ANSP (AUA)",1386,1710,0,1710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,52
"2015",7,"JUL",01-JUL-15,"NAVIAIR","ANSP (AUA)",1976,,,,,,,,,,,,,,,,,,,
"2015",7,"JUL",01-JUL-15,"Oro Navigacija","ANSP (AUA)",745,,,,,,,,,,,,,,,,,,,
"2015",7,"JUL",01-JUL-15,"PANSA","ANSP (AUA)",2355,449,0,0,0,0,0,0,0,0,83,0,0,366,0,0,0,0,30,15
"2015",7,"JUL",01-JUL-15,"ROMATSA","ANSP (AUA)",2215,,,,,,,,,,,,,,,,,,,
"2015",7,"JUL",01-JUL-15,"SAKAERONAVIGATSIA","ANSP (AUA)",332,,,,,,,,,,,,,,,,,,,
"2015",7,"JUL",01-JUL-15,"SES Area (RP1)","AREA (AUA)",29937,29812,0,17248,0,0,0,0,529,0,2459,0,0,3031,6545,0,0,0,1800,857
"2015",7,"JUL",01-JUL-15,"SMATSA","ANSP (AUA)",2157,130,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,2,2
"2015",7,"JUL",01-JUL-15,"Skyguide","ANSP (AUA)",3810,183,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5
"2015",7,"JUL",01-JUL-15,"Slovenia Control","ANSP (AUA)",1018,,,,,,,,,,,,,,,,,,,
"2015",7,"JUL",01-JUL-15,"UkSATSE","ANSP (AUA)",821,,,,,,,,,,,,,,,,,,,
"2015",7,"JUL",02-JUL-15,"ANA LUX","ANSP (AUA)",215,,,,,,,,,,,,,,,,,,,
"2015",7,"JUL",02-JUL-15,"ANS CR","ANSP (AUA)",2532,,,,,,,,,,,,,,,,,,,
"2015",7,"JUL",02-JUL-15,"ARMATS","ANSP (AUA)",143,,,,,,,,,,,,,,,,,,,
"2015",7,"JUL",02-JUL-15,"Albcontrol","ANSP (AUA)",688,,,,,,,,,,,,,,,,,,,
"2015",7,"JUL",02-JUL-15,"Austro Control","ANSP (AUA)",3081,,,,,,,,,,,,,,,,,,,
"2015",7,"JUL",02-JUL-15,"Avinor","ANSP (AUA)",1861,,,,,,,,,,,,,,,,,,,
"2015",7,"JUL",02-JUL-15,"BULATSA","ANSP (AUA)",2658,,,,,,,,,,,,,,,,,,,
"2015",7,"JUL",02-JUL-15,"Belgocontrol","ANSP (AUA)",1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015",7,"JUL",02-JUL-15,"Croatia Control","ANSP (AUA)",1863,3076,0,3076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,76
"2015",7,"JUL",02-JUL-15,"DCAC Cyprus","ANSP (AUA)",1054,1584,0,1584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,43
"2015",7,"JUL",02-JUL-15,"DFS","ANSP (AUA)",9172,1997,0,758,0,0,0,0,0,0,0,0,0,1239,0,0,0,0,137,60
"2015",7,"JUL",02-JUL-15,"DHMI","ANSP (AUA)",4250,900,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,33
"2015",7,"JUL",02-JUL-15,"DSNA","ANSP (AUA)",9657,6382,0,3609,0,0,0,0,0,0,0,0,0,0,121,0,2652,0,384,188
"2015",7,"JUL",02-JUL-15,"EANS","ANSP (AUA)",606,,,,,,,,,,,,,,,,,,,
"2015",7,"JUL",02-JUL-15,"ENAIRE","ANSP (AUA)",5741,2901,0,2300,0,0,0,0,0,0,0,0,0,0,0,0,601,0,162,98
"2015",7,"JUL",02-JUL-15,"ENAV","ANSP (AUA)",5284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015",7,"JUL",02-JUL-15,"EUROCONTROL Area (MS)","AREA (AUA)",32238,35853,0,17200,0,0,0,0,1253,0,72,0,0,1239,121,0,15968,0,2023,1026
"2015",7,"JUL",02-JUL-15,"Finavia","ANSP (AUA)",612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015",7,"JUL",02-JUL-15,"HCAA","ANSP (AUA)",2798,1899,0,1899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,67
"2015",7,"JUL",02-JUL-15,"HungaroControl (EC)","ANSP (AUA)",2694,,,,,,,,,,,,,,,,,,,
"2015",7,"JUL",02-JUL-15,"IAA","ANSP (AUA)",1905,,,,,,,,,,,,,,,,,,,
"2015",7,"JUL",02-JUL-15,"LFV","ANSP (AUA)",2179,,,,,,,,,,,,,,,,,,,
"2015",7,"JUL",02-JUL-15,"LGS","ANSP (AUA)",801,,,,,,,,,,,,,,,,,,,
"2015",7,"JUL",02-JUL-15,"LPS","ANSP (AUA)",1718,,,,,,,,,,,,,,,,,,,
"2015",7,"JUL",02-JUL-15,"LVNL","ANSP (AUA)",1860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015",7,"JUL",02-JUL-15,"M-NAV","ANSP (AUA)",665,,,,,,,,,,,,,,,,,,,
"2015",7,"JUL",02-JUL-15,"MATS","ANSP (AUA)",317,,,,,,,,,,,,,,,,,,,
"2015",7,"JUL",02-JUL-15,"MUAC","ANSP (AUA)",5280,6579,0,1355,0,0,0,0,1219,0,0,0,0,0,0,0,4005,0,448,181
"2015",7,"JUL",02-JUL-15,"MoldATSA","ANSP (AUA)",160,,,,,,,,,,,,,,,,,,,
"2015",7,"JUL",02-JUL-15,"NATS (Continental)","ANSP (AUA)",7417,8710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8710,0,285,227
"2015",7,"JUL",02-JUL-15,"NAV Portugal (Continental)","ANSP (AUA)",1524,847,0,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,24
"2015",7,"JUL",02-JUL-15,"NAVIAIR","ANSP (AUA)",2001,,,,,,,,,,,,,,,,,,,
"2015",7,"JUL",02-JUL-15,"Oro Navigacija","ANSP (AUA)",762,,,,,,,,,,,,,,,,,,,
"2015",7,"JUL",02-JUL-15,"PANSA","ANSP (AUA)",2398,578,0,506,0,0,0,0,0,0,72,0,0,0,0,0,0,0,45,17
"2015",7,"JUL",02-JUL-15,"ROMATSA","ANSP (AUA)",2124,,,,,,,,,,,,,,,,,,,
"2015",7,"JUL",02-JUL-15,"SAKAERONAVIGATSIA","ANSP (AUA)",342,,,,,,,,,,,,,,,,,,,
"2015",7,"JUL",02-JUL-15,"SES Area (RP1)","AREA (AUA)",30249,31843,0,13224,0,0,0,0,1219,0,72,0,0,1239,121,0,15968,0,1762,915
"2015",7,"JUL",02-JUL-15,"SMATSA","ANSP (AUA)",2228,34,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,2,2
"2015",7,"JUL",02-JUL-15,"Skyguide","ANSP (AUA)",3868,366,0,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10
"2015",7,"JUL",02-JUL-15,"Slovenia Control","ANSP (AUA)",940,,,,,,,,,,,,,,,,,,,
"2015",7,"JUL",02-JUL-15,"UkSATSE","ANSP (AUA)",757,,,,,,,,,,,,,,,,,,,
"2015",7,"JUL",03-JUL-15,"ANA LUX","ANSP (AUA)",210,,,,,,,,,,,,,,,,,,,
