"YEAR","MONTH_NUM","MONTH_MON","FLT_DATE","ENTITY_NAME","ENTITY_TYPE","FLT_ERT_1","DLY_ERT_1","DLY_ERT_A_1","DLY_ERT_C_1","DLY_ERT_D_1","DLY_ERT_E_1","DLY_ERT_G_1","DLY_ERT_I_1","DLY_ERT_M_1","DLY_ERT_N_1","DLY_ERT_O_1","DLY_ERT_P_1","DLY_ERT_R_1","DLY_ERT_S_1","DLY_ERT_T_1","DLY_ERT_V_1","DLY_ERT_W_1","DLY_ERT_NA_1","FLT_ERT_1_DLY","FLT_ERT_1_DLY_15"
"2016",4,"APR",01-APR-16,"ANA LUX","ANSP (AUA)",206,,,,,,,,,,,,,,,,,,,
"2016",4,"APR",01-APR-16,"ANS CR","ANSP (AUA)",2088,,,,,,,,,,,,,,,,,,,
"2016",4,"APR",01-APR-16,"ARMATS","ANSP (AUA)",120,,,,,,,,,,,,,,,,,,,
"2016",4,"APR",01-APR-16,"Albcontrol","ANSP (AUA)",384,,,,,,,,,,,,,,,,,,,
"2016",4,"APR",01-APR-16,"Austro Control","ANSP (AUA)",2366,,,,,,,,,,,,,,,,,,,
"2016",4,"APR",01-APR-16,"Avinor","ANSP (AUA)",1806,949,0,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,35
"2016",4,"APR",01-APR-16,"BULATSA","ANSP (AUA)",1868,,,,,,,,,,,,,,,,,,,
"2016",4,"APR",01-APR-16,"Belgocontrol","ANSP (AUA)",1443,,,,,,,,,,,,,,,,,,,
"2016",4,"APR",01-APR-16,"Croatia Control","ANSP (AUA)",1149,,,,,,,,,,,,,,,,,,,
"2016",4,"APR",01-APR-16,"DCAC Cyprus","ANSP (AUA)",806,,,,,,,,,,,,,,,,,,,
"2016",4,"APR",01-APR-16,"DFS","ANSP (AUA)",8032,704,0,590,0,0,0,0,0,0,0,0,0,114,0,0,0,0,58,15
"2016",4,"APR",01-APR-16,"DHMI","ANSP (AUA)",3644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016",4,"APR",01-APR-16,"DSNA","ANSP (AUA)",8643,8991,0,309,0,0,0,393,0,0,119,8170,0,0,0,0,0,0,524,252
"2016",4,"APR",01-APR-16,"EANS","ANSP (AUA)",543,,,,,,,,,,,,,,,,,,,
"2016",4,"APR",01-APR-16,"ENAIRE","ANSP (AUA)",5258,465,0,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,13
"2016",4,"APR",01-APR-16,"ENAV","ANSP (AUA)",4374,,,,,,,,,,,,,,,,,,,
"2016",4,"APR",01-APR-16,"EUROCONTROL Area (MS)","AREA (AUA)",28649,12474,0,3678,0,0,0,393,0,0,119,8170,0,114,0,0,0,0,762,342
"2016",4,"APR",01-APR-16,"Finavia","ANSP (AUA)",647,,,,,,,,,,,,,,,,,,,
"2016",4,"APR",01-APR-16,"HCAA","ANSP (AUA)",1472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016",4,"APR",01-APR-16,"HungaroControl (EC)","ANSP (AUA)",1960,,,,,,,,,,,,,,,,,,,
"2016",4,"APR",01-APR-16,"IAA","ANSP (AUA)",1746,,,,,,,,,,,,,,,,,,,
"2016",4,"APR",01-APR-16,"LFV","ANSP (AUA)",2089,,,,,,,,,,,,,,,,,,,
