"YEAR","MONTH_NUM","MONTH_MON","FLT_DATE","ENTITY_NAME","ENTITY_TYPE","FLT_ERT_1","DLY_ERT_1","DLY_ERT_A_1","DLY_ERT_C_1","DLY_ERT_D_1","DLY_ERT_E_1","DLY_ERT_G_1","DLY_ERT_I_1","DLY_ERT_M_1","DLY_ERT_N_1","DLY_ERT_O_1","DLY_ERT_P_1","DLY_ERT_R_1","DLY_ERT_S_1","DLY_ERT_T_1","DLY_ERT_V_1","DLY_ERT_W_1","DLY_ERT_NA_1","FLT_ERT_1_DLY","FLT_ERT_1_DLY_15"
"2016",8,"AUG",01-AUG-16,"ANA LUX","ANSP (AUA)",192,,,,,,,,,,,,,,,,,,,
"2016",8,"AUG",01-AUG-16,"ANS CR","ANSP (AUA)",2651,,,,,,,,,,,,,,,,,,,
"2016",8,"AUG",01-AUG-16,"ARMATS","ANSP (AUA)",131,,,,,,,,,,,,,,,,,,,
"2016",8,"AUG",01-AUG-16,"Albcontrol","ANSP (AUA)",809,,,,,,,,,,,,,,,,,,,
"2016",8,"AUG",01-AUG-16,"Austro Control","ANSP (AUA)",3127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016",8,"AUG",01-AUG-16,"Avinor","ANSP (AUA)",1859,165,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3
"2016",8,"AUG",01-AUG-16,"BULATSA","ANSP (AUA)",2723,,,,,,,,,,,,,,,,,,,
"2016",8,"AUG",01-AUG-16,"Belgocontrol","ANSP (AUA)",1840,1486,0,152,0,0,0,0,0,0,0,0,0,1334,0,0,0,0,121,28
"2016",8,"AUG",01-AUG-16,"Croatia Control","ANSP (AUA)",2123,,,,,,,,,,,,,,,,,,,
"2016",8,"AUG",01-AUG-16,"DCAC Cyprus","ANSP (AUA)",1112,255,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4
"2016",8,"AUG",01-AUG-16,"DFS","ANSP (AUA)",8806,2693,0,2693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,55
"2016",8,"AUG",01-AUG-16,"DHMI","ANSP (AUA)",4253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016",8,"AUG",01-AUG-16,"DSNA","ANSP (AUA)",9955,17045,0,16467,0,0,0,0,110,0,0,0,0,0,468,0,0,0,916,466
"2016",8,"AUG",01-AUG-16,"EANS","ANSP (AUA)",600,,,,,,,,,,,,,,,,,,,
"2016",8,"AUG",01-AUG-16,"ENAIRE","ANSP (AUA)",6443,5200,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,113
"2016",8,"AUG",01-AUG-16,"ENAV","ANSP (AUA)",5847,,,,,,,,,,,,,,,,,,,
"2016",8,"AUG",01-AUG-16,"EUROCONTROL Area (MS)","AREA (AUA)",31955,35575,0,30093,0,0,0,0,110,0,33,0,0,4871,468,0,0,0,2288,871
"2016",8,"AUG",01-AUG-16,"Finavia","ANSP (AUA)",622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016",8,"AUG",01-AUG-16,"HCAA","ANSP (AUA)",3006,414,0,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,9
"2016",8,"AUG",01-AUG-16,"HungaroControl (EC)","ANSP (AUA)",2774,949,0,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,22
"2016",8,"AUG",01-AUG-16,"IAA","ANSP (AUA)",1991,,,,,,,,,,,,,,,,,,,
"2016",8,"AUG",01-AUG-16,"LFV","ANSP (AUA)",1970,,,,,,,,,,,,,,,,,,,
"2016",8,"AUG",01-AUG-16,"LGS","ANSP (AUA)",760,,,,,,,,,,,,,,,,,,,
"2016",8,"AUG",01-AUG-16,"LPS","ANSP (AUA)",1840,,,,,,,,,,,,,,,,,,,
"2016",8,"AUG",01-AUG-16,"LVNL","ANSP (AUA)",1888,228,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4
"2016",8,"AUG",01-AUG-16,"M-NAV","ANSP (AUA)",667,,,,,,,,,,,,,,,,,,,
"2016",8,"AUG",01-AUG-16,"MATS","ANSP (AUA)",323,,,,,,,,,,,,,,,,,,,
"2016",8,"AUG",01-AUG-16,"MUAC","ANSP (AUA)",5333,620,0,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,12
"2016",8,"AUG",01-AUG-16,"MoldATSA","ANSP (AUA)",152,,,,,,,,,,,,,,,,,,,
"2016",8,"AUG",01-AUG-16,"NATS (Continental)","ANSP (AUA)",7671,5770,0,2530,0,0,0,0,0,0,0,0,0,3240,0,0,0,0,386,143
"2016",8,"AUG",01-AUG-16,"NAV Portugal (Continental)","ANSP (AUA)",1771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016",8,"AUG",01-AUG-16,"NAVIAIR","ANSP (AUA)",1979,,,,,,,,,,,,,,,,,,,
"2016",8,"AUG",01-AUG-16,"Oro Navigacija","ANSP (AUA)",705,,,,,,,,,,,,,,,,,,,
"2016",8,"AUG",01-AUG-16,"PANSA","ANSP (AUA)",2480,691,0,361,0,0,0,0,0,0,33,0,0,297,0,0,0,0,64,11
"2016",8,"AUG",01-AUG-16,"ROMATSA","ANSP (AUA)",2185,,,,,,,,,,,,,,,,,,,
"2016",8,"AUG",01-AUG-16,"SAKAERONAVIGATSIA","ANSP (AUA)",395,,,,,,,,,,,,,,,,,,,
"2016",8,"AUG",01-AUG-16,"SES Area (RP1)","AREA (AUA)",29971,35575,0,30093,0,0,0,0,110,0,33,0,0,4871,468,0,0,0,2288,871
"2016",8,"AUG",01-AUG-16,"SMATSA","ANSP (AUA)",2418,,,,,,,,,,,,,,,,,,,
"2016",8,"AUG",01-AUG-16,"Skyguide","ANSP (AUA)",3883,59,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
"2016",8,"AUG",01-AUG-16,"Slovenia Control","ANSP (AUA)",1024,,,,,,,,,,,,,,,,,,,
"2016",8,"AUG",01-AUG-16,"UkSATSE","ANSP (AUA)",711,,,,,,,,,,,,,,,,,,,
"2016",8,"AUG",02-AUG-16,"ANA LUX","ANSP (AUA)",200,,,,,,,,,,,,,,,,,,,
"2016",8,"AUG",02-AUG-16,"ANS CR","ANSP (AUA)",2499,,,,,,,,,,,,,,,,,,,
"2016",8,"AUG",02-AUG-16,"ARMATS","ANSP (AUA)",120,,,,,,,,,,,,,,,,,,,
"2016",8,"AUG",02-AUG-16,"Albcontrol","ANSP (AUA)",791,,,,,,,,,,,,,,,,,,,
"2016",8,"AUG",02-AUG-16,"Austro Control","ANSP (AUA)",3016,,,,,,,,,,,,,,,,,,,
"2016",8,"AUG",02-AUG-16,"Avinor","ANSP (AUA)",1824,,,,,,,,,,,,,,,,,,,
